Colonne1;TYPE_INTERMEDIAIRE;2021;Colonne4;Colonne5;Colonne6;Colonne7;Colonne8;Colonne9;Colonne10;Colonne11;2022;Colonne13;Colonne14;Colonne15;Colonne16;Colonne17;Colonne18;Colonne19;Colonne20;Taux_d'evolution_2022/2021;2023;Colonne23;Colonne24;Colonne25;Colonne26;Colonne27;Colonne28;Colonne29;Colonne30;Taux_d'evolution_2023/2022;2024;Colonne33;Colonne34;Colonne35;Colonne36;Colonne37;Colonne38;Colonne39;Colonne40;Taux_d'evolution_2024/2023
;TYPE_INTERMEDIAIRE;DIM_2021;AT_2021;DAB_2021;FLOTTE__2021;INDIVIDUELLE_ACCIDENTS_2021;RC_2021;RT_2021;TRANSPORT_2021;Total_2021;DIM_2022;AT_2022;DAB_2022;FLOTTE__2022;INDIVIDUELLE_ACCIDENTS_2022;RC_2022;RT_2022;TRANSPORT_2022;Total_2022;Taux_d'evolution_2022/2021;DIM_2023;AT_2023;DAB_2023;FLOTTE__2023;INDIVIDUELLE_ACCIDENTS_2023;RC_2023;RT_2023;TRANSPORT_2023;Total_2023;Taux_d'evolution_2023/2022;DIM_2024;AT_2024;DAB_2024;FLOTTE__2024;INDIVIDUELLE_ACCIDENTS_2024;RC_2024;RT_2024;TRANSPORT_2024;Total_2024_à_fin_sept;Taux_d'evolution_2024/2023
1.0;COURTIER;367622838.27999973;174950968.53399107;256156602.16000998;31375395.769799996;5347535.610049999;24211162.529999997;41824637.589999996;35514376.21118999;937003516.6850407;407638386.84;176830851.35997498;248221305.82993013;34347650.789000005;6219036.830020001;32094351.999994997;21450578.950000003;62055611.111398004;988857773.7103181;0.05534051484537539;424576847.46999997;189773442.39978904;297761389.1199702;42819028.69998997;6602151.219999999;19041742.400005;7120975.91;47535130.79443799;1035230708.0141921;0.046895454065023934;252833725.85;166931496.78998607;194558598.41997;45908635.41799998;5551026.009999999;15902573.190000001;8667544.450000001;21671580.433195006;712025180.5611511;-0.3122062791906769
2.0;COURTIER;26732052.169999998;20816304.060040005;8948778.6;9795308.41494;11575;2563787.85;13698412.599990001;1703099.5003000002;84269318.19527;25743200.160000004;25514492.699985005;83549934.68999498;8973543.675710002;-262.33;5518893.740000001;19753434.669999998;2573211.87019;171626449.17587996;1.0366421949467401;31480764.990000006;27583287.960026994;171448888.79995972;6903022.563219998;189242.5;9523587.89;7554972.059999999;11391945.249905007;266075712.01311174;0.5503188074493213;20886176.820000004;27880821.66997;155326562.46998802;7669804.655770002;206556.22999999998;8311550.65;19589156.04;8090899.370019999;247961527.905748;-0.06807905904042488
3.0;COURTIER;105459085.51000002;28189993.259974983;47741628.05996797;5848773.0396500025;831466.7100059999;4583587.72;14654571.679999998;2150300.43;209459406.40959898;117714649.59000005;36121317.669970006;23909068.879970003;8388979.641979998;1022430.36;5814889.67;5905618.160000001;2042184.2700000003;200919138.24192008;-0.040772903514193826;122037896.88999996;35788848.09035599;19985281.449710004;8044034.0041999975;1118310.9100199998;5192375.430002;15541612.699999997;1892307.0396000003;209600666.51388797;0.04320906583580286;120780710.38999994;34013723.160000004;15156349.599970002;7867886.461600001;1307840.1800000002;3514573.7199999997;2244694.9;1614068.1990890002;186499846.61065897;-0.11021348494470729
4.0;COURTIER;85490380.43999994;28695944.439599995;16688631.299989995;8487421.919999998;9121.48;3443480.41;3514292.7690000003;4003256.2700000005;150332529.0285899;84091924.98000003;26367676.839975994;20563755.82997999;7809447.79998;13568.769999999999;2676181.24;3521088.1900000004;6347670.12;151391313.76993605;0.007042951703052802;125146997.48000003;38628594.020239025;25732884.299994987;6547967.9509999985;102664.89;2142467.209999999;2896538.84;6202394.189999998;207400508.88123405;0.369963069323866;67958690.04;38997052.93999999;18287850.679970007;6227064.930000001;90657.76;1528599.56;1741928.4200000002;4646975.179990001;139478819.50996;-0.32749046633327583
5.0;COURTIER;44172205.7;12269747.849997006;6181230.699899999;488231.47;;;461098.30999999994;8915148.06;72766590.309897;110807720.01;16893512.29;8597406.83;1593435.4100000001;2330;524139.38;278266.19;1066992.37;139763802.48000002;0.9207139139648639;128666591.95000002;15757495.099999998;12279740.279999996;1544228.3200000003;353.94;836064.78;259177.66999999998;920917.88;160264569.92;0.14668152322868866;84770234.17999999;17928535.88003;7279828.8100000005;1913765.7598;;395202.7;234805.45;867635.73;113390008.50983;-0.29248237107907615
6.0;COURTIER;48008484.030000016;17481342.690166;8253134.399974999;14171712.779999994;71533;2662620.7699999996;1786989.1300000001;3624128.479626001;96059945.27976699;62574103.69999999;21679679.960105006;8975836.569999998;9975440.703998996;68173.2;2690221.730000001;445105.1699999999;4624892.869400004;111033453.903504;0.15587671406774017;71688054.37999998;23541743.84001399;10133229.399990002;12314674.08105;47962.240000000005;2726578.0200000005;624239.1000000001;4484575.668944;125561056.72999796;0.13083987136993414;49060385.04;28329228.24999498;24127692.23;10497733.430999998;51594;2233054.1100000003;338023.56999999995;4582033.95919;119219744.59018497;-0.050503813084729954
7.0;COURTIER;52639939.11;5126651.700000001;1369542.2799999998;2031781.64;;432336.22000000003;237809.24000000002;46293747.839999996;108131808.03;53722216.18999999;4043797.5799060003;1043305.48;1916421.5401999992;7525;722410.5199999999;166390.6;50399234.92;112021301.83010599;0.035969932168589125;52965810.669999994;3064706.77;1056718.5499999998;1591061.9500000002;7525;344519.20999999996;183973.65000000002;56914034.18;116128349.97999999;0.03666309963191505;30891267.32;2789625.6000000006;993643.3600000002;1273980.7400000002;7525;428198.3;108740.09;50332416.66;86825397.07;-0.252332465888361
8.0;COURTIER;;;5748158.790000999;49162547.76;14743.67;3180914.53;1126010.7;4709253.1043;63941628.554301;;;5998006.279971001;60912570.45;87591.77;3218375.5;1249789.920002;5530636.949569998;76996970.869543;;;;7558811.799982001;56285125.87;73550.27;3735867.39;2335062.48;6726358.3604700025;76714776.170452;-0.003665010401112112;;;7388651.799997;5090302.46;60847.92;3700330.25;1050084.67;1865167.7685;19155384.868497;
9.0;COURTIER;5565465.550000001;11122764.04955;3362487.440009999;5382971.119999999;2300;351830.72;775438.94;921158.0903999999;27484415.90996;7134223.14;13097691.050038002;3026856.5800009994;5694630.539000001;49475;536016.45;373334.5099999999;883536.15048;30795763.419519003;0.12048091254357018;14042962.93;15255033.659999998;2898695.3699978995;4610878.0299999975;83215.38;777997.26;719187.35;2906546.2489999994;41294516.22899789;0.3409154910842236;7556714.51;13253829.849999998;2634081.709999999;3963081.7800000007;57105.200000000004;700099.5;339752.11;2242965.02002;30747629.68002;-0.2554064682702747
10.0;COURTIER;9038678.530000001;3331796.71;1025742.6900000001;19666523.312999997;;300667.73999000003;214819.32000000004;3908958.592265;37487186.895255;14627888.270000001;5456625.569999999;1325307.6199999999;8681749.901000002;;387514.82999999996;141178.92;1688113.92082;32308379.031820003;-0.138148746074369;15239381.750000002;4361967.900040001;2879687.2600000002;11380270.979640005;;4132153.98;303329.39999999997;1528552.0700249998;39825343.339705;0.23266299743734153;4032695.8600000003;2705459.0200000005;1397098.58;9800487.539999997;;548229.27;206516.28999999998;1338874.33;20029360.89;-0.49706997579023593
11.0;COURTIER;1787948.1700000002;3580444.1799999997;3035028.4700299995;3590995.3588;825;671564.78;207916.63;3123667.97016;15998390.55899;3942105.2500000005;4965477.89;3194781.66;3242184.310200001;0;702051.89;607822.4;4094520.8280359996;20748944.228236005;0.2969394734882578;10501680.100000001;6929314.580000001;2985070.88002;4008311.1990000014;;750203.72;91841.76999999999;9640150.971070005;34906573.22009001;0.6823300904432394;1809801.85;5091787.1099;2115243.6699499995;1640596.5599999998;;526600;130990.06;2012091.32998;13327110.579829998;-0.6182062760557728
12.0;COURTIER;11291248.760000002;2835369.679995;1296022.6200000003;1590808.39;3100;510636.8399999999;208313.52;232303.150041;17967802.960036002;11493126.81;2584500.4699799996;1504042.670024;1353266.2299999997;2025;4600979.470000001;196482;361428.57000099996;22095851.220005;0.22974696846078535;12665070.939999998;3066071.6399959996;1565188.250001;4593331.8;6159.73;4699260.070000002;7213.95;584147.620056;27186444.000052996;0.23038681467220923;8373535.78;2884692.919915;1382159.63002;4403573.660000001;5310;4386990.23;27680.64;247554.17;21711497.029935002;-0.20138518189827703
13.0;COURTIER;;;50977021.42000501;;254492.39;386182.4199999999;4660;4282082.1754;55904438.405405015;;;51261377.90999501;;283745.12;384662.48;72996.04;5547691.7477;57550473.297695;;;;12489754.309999999;;277322.44;373465.27999999997;5503318.41;5081931.62;23725792.06;-0.5877394102864788;;;4861251.889995;;284694.27;318993.27999999997;473306.33;4541911.9;10480157.669995002;
14.0;COURTIER;;;2994868.600007;36750;117856.44;309382.26;273398.13;6009974.6105539985;9742230.040560998;;;3950453.8399949996;;128549.08;536728.4700000001;130155.24;10439815.732250001;15185702.362245;;;;4738450.240002002;;141331.14;499512.42000000004;6680850.24;7978279.979999999;20038424.020002;0.3195585914960333;;;4924768.340000001;;222249.22999999998;439938.74000000005;13949551.48;5198405.889676998;24734913.679677;
15.0;COURTIER;6667134.379999999;2666692.32;2318034.119998;5070643.299900002;;696628.9600000001;69137.64;24876.66;17513147.379898004;6914989.5;3631254.1900010007;2174329.829998;4070847.600000001;;778128.3700000001;2148.6200000000003;144104.04;17715802.149999;0.011571579094549644;7424764.2;2826392.6500319997;2622332.64997;3932298.479899999;;795705.9300100002;1946031.52;227560.02;19775085.449911997;0.11623991295890113;4322940.210000001;3309647.49;2582190.1900199996;4772883.41;;761964.8400000001;361974.74;235056.99;16346657.870020002;-0.1733710627231323
16.0;COURTIER;31332.15;62854.68;400763.82;11221474.830049999;;179549.13;6737.08;;11902711.69005;1245042.52;553642.21;859735.36;13622073.9999986;;555090.55;87627.14000000001;14191;16937402.7799986;0.42298689752834395;1108944.7600000002;534359.0800000001;892317.30001;15741923.249999998;;663306.44;18620.149999999998;27507.559999999998;18986978.540009998;0.1210088575346242;686758.43;511167.17000000004;1000552.14;12964414.739999996;;614503.83;;11261;15788657.309999997;-0.1684481405648819
17.0;COURTIER;;;;522.62;;;284182.43999999994;;284705.05999999994;10407.62;658735.67;18928.91;5636736.349999999;;52403.41;188439.99;43578.17;6609230.119999999;22.21430507768285;315113.43999999994;681215.49;3084291.0700000003;13551214.11;;41854.67;70392.68999999999;21250;17765331.470000003;1.6879577723040464;201482.13;568075.32;3479534.9399699997;9189073.049999999;;21125;36987.11;198189.33000000002;13694466.879969997;-0.22914655979847054
18.0;COURTIER;7306229.639999999;4522947.080009999;385318.81000000006;979381.2587;;267156.29000000004;541139.63;3050;14005222.708709998;8103051.659999999;4559363.710027999;371103.36;880526.2899999999;;243326.86;155469.5;;14312841.380027996;0.021964568341115154;9904616.02;4062079.380033999;487609.55000000005;1748304.3400000003;;294304.05;24523.65;192280.54;16713717.530034;0.1677428042594089;4972758.259999999;4574196.58;592727.75;1175375.0599999998;;191178.93;81322.5;731654.61002;12319213.69002;-0.2629279711181681
19.0;COURTIER;142368.91;13698.02003;217219.51997000002;393213.08999999997;;1250;;;767749.54;985552.2000000001;253229.84;8167737.109970001;1610160.0900000005;;631976.72;;;11648655.959970001;14.172468823582754;1172574.27;308358.6300100001;12244791.56997;1144408.7667;;676676.89;;;15546810.126680002;0.33464411517567383;1851155.2800000003;440858.03;1167570.4799700002;884524.1179999999;;34216.58;;;4378324.487970001;-0.7183779532718211
20.0;COURTIER;1757268.4200000002;1044910.0589800001;247076.16999999998;684661.31;;101695.81999799999;223160.28;5830;4064602.0589779997;3993325.7399999998;2458425.1203869996;248671.20000000004;777571.85;;99932.66;141967.34;;7719893.910386999;0.8992988239365511;7694552.140000001;2943233.220073999;488852.939996;1444293.6700000004;13300;259175.08998999998;375580.45999999996;314356.22000000003;13533343.74006;0.7530478912218073;4580807.230000001;3971404.6100000017;865704.9700000001;2251060.071;;326907.20999999996;83056.73000000001;743306.25003;12822247.071030006;-0.05254404843978644
21.0;COURTIER;;422123.36999999994;57635.7;3211374.8693000004;986;95458.57;11796.28;583843.29009;4383218.07939;206564.38;702240.6502179999;179500.96;4001722.710000002;986;124979.54999999999;22050;634928.38997;5872972.640188001;0.3398768972511006;4403376.7;2118322.5499039995;1015950.0399999999;2911452.7999999993;986;205228.05;23213.29;1123147.94994;11801677.379843999;1.0094895894945313;3410411.6200000006;3106110.8299989994;1209983.7999999998;3423776.9999999995;986;594984.53;18318.19;957970.65004;12722542.620039;0.07802833534220643
22.0;COURTIER;1641169.52;627353.72;-62478.4;;;1338.06;;;2207382.9000000004;4453405.149999999;1675882.24;45011.75;;;622.25;;;6174921.39;1.797394774599368;7823651.25;2601093.35;45011.75;;;;;;10469756.35;0.6955286859125507;4577394.09;2264618.59;45011.75;;;;;;6887024.43;-0.34219821361936476
23.0;COURTIER;5526592.109999999;1697879.3599999999;206346.63999999998;799434.4790000002;;141228.84;192499.81;;8563981.238999998;5931013.789999999;1943740.4799950002;275947.16;940503.4279999997;;157705.04002000001;1455198.25;;10704108.148015;0.2498985984776516;5882080.03;1724798.06;56618.46;734580.629;;165686.65;16640.120000000003;;8580403.949;-0.19840085410654473;3023810.8200000003;1449445.1300000001;68334.53;454023.36;;129200;416116.49;;5540930.330000001;-0.35423432708599145
24.0;COURTIER;854527.75;381688.090097;166963.97;640683.7001;;9900;;;2053763.5101969999;4924164.209999999;696779.2700999998;1505440.81;1949698.22;;44956.96000000001;;;9121039.4701;3.441134251735292;5288221.1899999995;819466.269976;1523146.29;578003.22;;51071.36;;;8259908.329976;-0.09441151339679044;2526777.92;817407.5399999999;1506141.2299999997;594405.99;;30550;;;5475282.68;-0.33712549083266774
25.0;COURTIER;4917669.69;756095.4500000001;886533.28;1130618.7829999998;97789.3198;165689.07;38452.45;1363520.03;9356368.072800001;3600592.86;533691.67;491812.3400000001;1075534.251;94135.23;1311.21;;776043.36;6573120.921000001;-0.29747089149808115;4427670.9799999995;556805.32999;575137.0499999999;1211816.51;91598.22;14525.49;;868729.0798;7746282.65979;0.1784786485582437;2325341.61;660693.5;408433.55;1065295.7000000002;90800;19161.21;;803346.13;5373071.699999999;-0.30636772036593074
26.0;COURTIER;;;;;;;98176.47;;98176.47;;30771.24998;35600;120815.48999999999;;6003.849999999999;959656.4900000001;;1152847.0799800002;10.742600645348118;660769.72;1395442.66;687690.2499900003;3429577.12;;115975.04999999999;1231154.4597;1602.66;7522211.91969;5.524900006530352;537197.75;4537514.36;804319.3199999998;2746683.53;;202160.91999999998;643204.16;12370;9483450.04;0.26072625196536925
27.0;COURTIER;4741151.75;425164.810002;364276.49;1876898.1799;;15150;158587.15000000002;750029.16;8331257.539902001;452285.54000000004;762568.69;432010.50999999995;2564231.43;;29546.48;118468.31;718521.69;5077632.65;-0.39053226650586437;729077.6799999999;1478547.82;711738.05;2595337.0297000003;;43207.94;180583.63;1115026.08;6853518.229700001;0.3497467623420927;240781.21000000002;1003493.2398;716708.45;2648055.64003;;10295.57;122681.44000000002;973711.7599000001;5715727.309730001;-0.16601559692937518
28.0;COURTIER;;41003.2;52750;;;;7811.89;;101565.09;;1328864.5600300003;80066.85;854905.8499999999;;13660.45;7811.89;78470.92000000001;2363780.5200300007;22.273553147346206;;1849995.7900000003;351313.76999999996;3506614.1699999995;;44476.35;7811.89;981081.52;6741293.489999998;1.851911771366336;;2002766.260000001;578858.44;3165585.950000001;;42490.1;22433.39;1262443.06;7074577.200000001;0.04943913367581376
29.0;COURTIER;2949209.69;1081382.58;1485586.06;1247680.5600000003;;225942.96000000002;149643.84;420332.73;7559778.42;2952284.25;801358.89;1805962.6799999997;1234309.09;;132419.73;90303.9;623805.99;7640444.530000001;0.010670433115683942;2899420.56;653168.1799999999;1679882.83;954530.1500000001;;128206.31;31184.89;386544.81;6732937.7299999995;-0.11877670159592157;1526606.44;1048380.72;1752180.8800000001;864733.3699999996;;127854.45;108743.02;194415.84;5622914.72;-0.16486458875953391
30.0;COURTIER;;;;;;;;;;;301.02;;;;;;;301.02;;5589534.1;705930.7599999999;231527.69999999998;104718.97;;;;;6631711.529999999;22029.800378712378;4679763.63;559425;161371.21;55134;;;;;5455693.84;-0.17733245553278754
31.0;COURTIER;114650.45999999999;2692970.6901080003;447008.42;2145751.488;0;161895.12998000003;54391.69;;5616667.878088;22568.72;2637039.149858;436322.1599999999;3242135.8476000014;;169004.39002;48576.8;1610.21;6557257.277478002;0.16746395190277696;971855.4400000002;3962692.479808602;899306.83;505533.57999999996;;233136.6;;;6572524.929808602;0.002328359508332767;454624;2025944.8098899992;629682.61;371620.13;;100822.5;;;3582694.049889999;-0.45489837039015535
32.0;COURTIER;1852195.6199999999;1421960.9599999995;888339.8499700001;569820.67;;68849.52;;;4801491.6199699985;2235507.59;1563903.1001;838513.0999749998;560394.5699000001;;83378.51000000001;37889.950000000004;515;5320426.819975;0.10807791433951186;2522396.03;1735179.7599829996;1071025.7299739998;638693.0921;;111391.69;191519.68;;6270205.982057;0.1785155954999984;825237.06;1886282.8900000001;1278485.07997;690138.05;;52667.899999999994;72778;5176.79;4810765.769970001;-0.23275793750051832
33.0;COURTIER;;;90320.36;5159828.57;;;121793.95;;5371942.880000001;;;280526.53;5323066.99;;;224067.38;;5827660.9;0.08483299807536282;;;959214.9999999999;4944796.06;;;;;5904011.06;0.013101338823609199;;;1162169.41;;;;;;1162169.41;-0.803155956486301
34.0;COURTIER;560956.54;532226.96;529970.92;509018.10002;;54271.73999999999;60873.64;25915.05;2273232.95002;436285.77;513888.14;196778.32;458661.37;;58604.76000000001;7964.779999999999;43124.91;1715308.05;-0.24543234780011935;3054939.19;1149000.42;700642.4099999999;687819.89;;56507.909999999996;;53372.93;5702282.749999999;2.3243490870342494;1545901.48;1074197.34;842340.7899999998;565242.7200000001;;18075;;20128.15;4065885.4800000004;-0.28697231297413284
35.0;COURTIER;1370611.79;1342398.67;790537.3300000001;446854.02;;39324.68;181062.30997;388411.62998;4559200.42995;1630676.38;1719672.4;764175.33;601736.6103;;51201.19;466421.08999999997;418572.66;5652455.660300001;0.239791000011375;1564989.7799999998;1464134.76999;735447.03;489389.97000000003;;49023.1099944;332817.500005;793834.52971;5429636.6896994;-0.03941985289076544;661327.2499999999;1229343.0799999998;969140.0899999999;669328.2497999999;;14157.77;375538.259998;467506.82016;4386341.519957999;-0.19214824662590102
36.0;COURTIER;109806.04;35786.119999999995;-580.8;1019855.8796;;10708.22;;;1175575.4596;2752330.33;360427.38;467008.79;559431.54;;11451.64;21050;257671.24;4429370.92;2.767832072223703;3308087.2800000003;497019.569995;467563.92000000004;520163.7899999999;;35140.6;;409114.53;5237089.689995;0.1823551887126671;1662464.78;439111.09;467589.58999999997;398076.05;;11600;;458553.97;3437395.4799999995;-0.3436439542811647
37.0;COURTIER;2416277.43;3020695.309982;1436273.0300020003;806375.4399999998;;1386779.3699999999;191145.77;;9257546.349983998;2651081.8200000003;1961874.980017;542564.1900000001;866145.49;;166131.93;361962.42000000004;;6549760.830017;-0.2924949460254852;2159115.88;1741350.0599789994;165057.69;726367.91;;147386.84;248937;1025;5189240.379978999;-0.20772063062254909;968344.26;1820285.7999949998;230230.85;655647.8399999999;;78250.36;61041.59999999999;;3813800.7099949997;-0.26505607165370226
38.0;COURTIER;1215427.4999999998;878776.15995;327315.92;337176.01999999996;;37960.729999999996;33118.990000000005;;2829775.31995;1916481.0799999998;1012930.9999999999;416255.62;542131.95;;138747.08000000002;109652.07999999999;20100;4156298.8099999996;0.4687734325400217;1289004.9900000002;1134276.37;364740.01;2334391.8000000007;;20353.62;18501.399999999998;20100;5181368.190000001;0.24663033791836586;754121.62;1349769.8599999999;362618.48;2808381.48;;383702.94;4311.69;22821.7;5685727.7700000005;0.0973410036703064
